Mes/Año;N° Día;Fecha;Hábil/No Hábil;TIPO DIA;AUTO+GUMAs;DEMANDA DISTRIBUIDOR;TEMPERATURA MEDIA GBA °C;ALIMENTACIÓN. COMERCIOS Y SERVICIOS;INDUSTRIAS
ene-22;1;1/1/2022;No Hábil;Sábado;1284.3;15203.9;24.0;243.7;672.5
ene-22;2;2/1/2022;No Hábil;Domingo;1592.1;15278.7;26.5;279.1;957.9
ene-22;3;3/1/2022;Hábil;Lunes;1891.1;19255.3;29.3;368.9;1154.0
ene-22;4;4/1/2022;Hábil;Martes;1895.2;18041.0;27.1;394.3;1148.5
ene-22;5;5/1/2022;Hábil;Miércoles;1902.7;15748.8;21.5;379.5;1179.3
ene-22;6;6/1/2022;Hábil;Jueves;1843.6;15506.8;23.1;372.1;1137.6
ene-22;7;7/1/2022;Hábil;Viernes;1891.3;16330.1;24.8;376.0;1159.0
ene-22;8;8/1/2022;No Hábil;Sábado;1826.0;15980.4;25.7;345.7;1124.4
ene-22;9;9/1/2022;No Hábil;Domingo;1694.2;16018.7;26.3;311.5;1041.5
ene-22;10;10/1/2022;Hábil;Lunes;1879.0;19785.6;28.2;383.8;1141.4
ene-22;11;11/1/2022;Hábil;Martes;1906.7;21055.6;30.9;396.7;1175.6
ene-22;12;12/1/2022;Hábil;Miércoles;2005.6;20453.6;27.0;394.0;1243.4
ene-22;13;13/1/2022;Hábil;Jueves;1952.9;20991.6;29.2;407.6;1205.7
ene-22;14;14/1/2022;Hábil;Viernes;1941.5;21838.8;32.1;402.6;1201.9
ene-22;15;15/1/2022;No Hábil;Sábado;1898.4;21170.6;31.8;384.8;1171.3
ene-22;16;16/1/2022;No Hábil;Domingo;1760.4;18098.8;26.6;334.7;1082.5
ene-22;17;17/1/2022;Hábil;Lunes;1913.1;17003.1;23.3;381.4;1191.2
ene-22;18;18/1/2022;Hábil;Martes;2002.7;15112.2;23.0;400.1;1224.7
ene-22;19;19/1/2022;Hábil;Miércoles;2030.2;15073.8;23.8;403.3;1234.6
ene-22;20;20/1/2022;Hábil;Jueves;1970.0;16788.3;25.7;415.7;1212.5
ene-22;21;21/1/2022;Hábil;Viernes;2015.6;18212.3;26.1;418.1;1252.7
ene-22;22;22/1/2022;No Hábil;Sábado;1946.7;16304.4;23.4;376.9;1213.4
ene-22;23;23/1/2022;No Hábil;Domingo;1740.8;14425.6;23.6;329.2;1056.2
ene-22;24;24/1/2022;Hábil;Lunes;1956.1;16942.3;25.9;408.1;1191.5
ene-22;25;25/1/2022;Hábil;Martes;2022.1;18229.4;26.3;436.1;1235.5
ene-22;26;26/1/2022;Hábil;Miércoles;2005.8;16539.0;23.9;425.7;1202.2
ene-22;27;27/1/2022;Hábil;Jueves;1974.2;13660.4;19.0;403.5;1205.1
ene-22;28;28/1/2022;Hábil;Viernes;1982.2;13727.5;20.7;413.4;1200.6
ene-22;29;29/1/2022;No Hábil;Sábado;1925.4;13875.2;23.6;389.5;1191.5
ene-22;30;30/1/2022;No Hábil;Domingo;1733.6;13916.5;25.3;339.1;1057.8
ene-22;31;31/1/2022;Hábil;Lunes;1951.0;15394.9;22.4;402.4;1201.9
feb-22;1;1/2/2022;Hábil;Martes;2022.8;16333.4;22.7;426.9;1232.7
feb-22;2;2/2/2022;Hábil;Miércoles;2037.0;17961.4;26.6;434.2;1226.7
feb-22;3;3/2/2022;Hábil;Jueves;2015.1;16702.2;23.2;429.5;1196.4
feb-22;4;4/2/2022;Hábil;Viernes;2031.1;15684.7;23.4;434.3;1196.2
feb-22;5;5/2/2022;No Hábil;Sábado;1944.7;13233.5;19.6;385.8;1166.7
feb-22;6;6/2/2022;No Hábil;Domingo;1755.4;11151.2;17.8;337.9;1029.4
feb-22;7;7/2/2022;Hábil;Lunes;2024.1;13212.7;19.7;401.2;1204.6
feb-22;8;8/2/2022;Hábil;Martes;2095.0;14222.6;20.8;431.4;1237.4
feb-22;9;9/2/2022;Hábil;Miércoles;2102.2;15268.7;22.6;436.2;1241.1
feb-22;10;10/2/2022;Hábil;Jueves;2093.3;16292.6;24.7;441.4;1247.4
feb-22;11;11/2/2022;Hábil;Viernes;2075.1;15287.9;22.1;430.9;1249.3
feb-22;12;12/2/2022;No Hábil;Sábado;1973.6;12245.5;17.6;379.0;1191.6
feb-22;13;13/2/2022;No Hábil;Domingo;1821.3;11330.7;18.9;343.1;1069.7
feb-22;14;14/2/2022;Hábil;Lunes;2009.8;14370.2;23.5;419.2;1182.4
feb-22;15;15/2/2022;Hábil;Martes;2098.2;16655.7;26.0;441.2;1243.7
feb-22;16;16/2/2022;Hábil;Miércoles;2144.0;18387.3;27.7;443.6;1275.1
feb-22;17;17/2/2022;Hábil;Jueves;2125.4;16053.5;20.9;426.4;1275.0
feb-22;18;18/2/2022;Hábil;Viernes;2150.7;15697.1;20.9;429.9;1291.3
feb-22;19;19/2/2022;No Hábil;Sábado;2058.0;15001.1;24.6;387.1;1248.3
feb-22;20;20/2/2022;No Hábil;Domingo;1838.6;13367.4;20.6;324.6;1101.0
feb-22;21;21/2/2022;Hábil;Lunes;2101.9;14123.3;21.7;395.5;1300.6
feb-22;22;22/2/2022;Hábil;Martes;2219.2;14319.7;21.7;419.3;1368.8
feb-22;23;23/2/2022;Hábil;Miércoles;2170.8;15068.3;22.4;424.2;1317.8
feb-22;24;24/2/2022;Hábil;Jueves;2143.4;14804.5;21.8;419.9;1292.8
feb-22;25;25/2/2022;Hábil;Viernes;2171.3;15028.4;23.0;421.3;1316.7
feb-22;26;26/2/2022;No Hábil;Sábado;2047.6;15103.1;23.7;385.8;1225.2
feb-22;27;27/2/2022;No Hábil;Domingo;1851.0;14513.8;22.7;322.2;1090.7
feb-22;28;28/2/2022;No Hábil;Lunes;1816.1;13461.1;22.4;320.2;1061.8
mar-22;1;1/3/2022;No Hábil;Martes;1819.1;12657.0;20.4;332.5;1046.2
mar-22;2;2/3/2022;Hábil;Miércoles;2069.4;14922.2;23.8;399.3;1225.0
mar-22;3;3/3/2022;Hábil;Jueves;2150.5;15964.5;22.8;413.8;1280.1
mar-22;4;4/3/2022;Hábil;Viernes;2126.9;16528.3;23.9;414.9;1252.7
mar-22;5;5/3/2022;No Hábil;Sábado;2056.9;14971.3;23.7;371.9;1225.4
mar-22;6;6/3/2022;No Hábil;Domingo;1859.8;13401.5;23.2;323.6;1079.9
mar-22;7;7/3/2022;Hábil;Lunes;2082.4;14311.8;21.6;384.7;1235.8
mar-22;8;8/3/2022;Hábil;Martes;2187.9;13996.4;21.7;408.7;1324.1
mar-22;9;9/3/2022;Hábil;Miércoles;2175.7;14073.7;19.4;413.6;1311.7
mar-22;10;10/3/2022;Hábil;Jueves;2255.3;13335.1;20.0;416.8;1389.8
mar-22;11;11/3/2022;Hábil;Viernes;2314.5;12953.9;18.2;420.1;1335.0
mar-22;12;12/3/2022;No Hábil;Sábado;2098.5;11983.3;18.2;371.3;1278.4
mar-22;13;13/3/2022;No Hábil;Domingo;1944.6;11392.6;19.3;332.7;1178.1
mar-22;14;14/3/2022;Hábil;Lunes;2110.1;13447.1;21.1;403.7;1297.2
mar-22;15;15/3/2022;Hábil;Martes;2199.8;14535.5;23.7;426.0;1321.7
mar-22;16;16/3/2022;Hábil;Miércoles;2195.9;15198.9;24.0;432.9;1296.2
mar-22;17;17/3/2022;Hábil;Jueves;2157.4;15848.9;24.7;439.7;1252.9
mar-22;18;18/3/2022;Hábil;Viernes;2118.9;13730.5;16.6;418.1;1260.2
mar-22;19;19/3/2022;No Hábil;Sábado;2101.7;11772.0;14.4;374.1;1293.6
mar-22;20;20/3/2022;No Hábil;Domingo;1901.2;10915.6;16.2;341.8;1128.2
mar-22;21;21/3/2022;Hábil;Lunes;2155.6;12758.1;18.9;403.2;1293.3
mar-22;22;22/3/2022;Hábil;Martes;2362.5;13308.7;20.6;433.4;1407.7
mar-22;23;23/3/2022;Hábil;Miércoles;2413.5;13628.2;22.3;436.8;1457.1
mar-22;24;24/3/2022;No Hábil;Jueves;2139.5;11897.3;15.4;375.7;1241.3
mar-22;25;25/3/2022;Hábil;Viernes;2293.4;12544.5;15.1;404.1;1362.0
mar-22;26;26/3/2022;No Hábil;Sábado;2360.8;11605.8;18.9;385.9;1369.7
mar-22;27;27/3/2022;No Hábil;Domingo;2307.3;11168.6;20.4;348.6;1316.0
mar-22;28;28/3/2022;Hábil;Lunes;2407.2;13164.4;21.2;421.0;1422.4
mar-22;29;29/3/2022;Hábil;Martes;2415.9;13922.2;20.7;431.8;1466.4
mar-22;30;30/3/2022;Hábil;Miércoles;2365.0;13118.9;12.3;420.0;1413.2
mar-22;31;31/3/2022;Hábil;Jueves;2288.0;13154.7;12.7;422.8;1326.6
abr-22;1;1/4/2022;Hábil;Viernes;2320.9;13034.8;14.5;419.8;1362.8
abr-22;2;2/4/2022;No Hábil;Sábado;2085.0;11619.1;17.1;360.8;1209.6
abr-22;3;3/4/2022;No Hábil;Domingo;1981.5;11213.7;18.4;338.4;1146.4
abr-22;4;4/4/2022;Hábil;Lunes;2143.6;12852.4;15.1;399.4;1241.2
abr-22;5;5/4/2022;Hábil;Martes;2188.5;13151.9;17.0;424.9;1262.4
abr-22;6;6/4/2022;Hábil;Miércoles;2215.6;13480.6;19.9;435.7;1285.8
abr-22;7;7/4/2022;Hábil;Jueves;2231.8;13527.6;20.7;434.7;1298.1
abr-22;8;8/4/2022;Hábil;Viernes;2230.9;13221.5;20.2;437.3;1295.6
abr-22;9;9/4/2022;No Hábil;Sábado;2146.7;12255.6;20.1;393.6;1259.0
abr-22;10;10/4/2022;No Hábil;Domingo;2034.0;11829.6;21.7;353.4;1186.9
abr-22;11;11/4/2022;Hábil;Lunes;2215.2;12830.3;18.8;407.8;1291.8
abr-22;12;12/4/2022;Hábil;Martes;2293.8;13159.0;15.7;426.3;1330.3
abr-22;13;13/4/2022;Hábil;Miércoles;2287.1;13127.9;14.2;424.0;1323.3
abr-22;14;14/4/2022;No Hábil;Jueves;2249.2;12646.4;14.6;412.2;1297.2
abr-22;15;15/4/2022;No Hábil;Viernes;2141.2;11601.2;14.8;366.4;1230.6
abr-22;16;16/4/2022;No Hábil;Sábado;2150.4;11439.7;17.0;363.5;1242.3
abr-22;17;17/4/2022;No Hábil;Domingo;2114.3;10857.3;19.0;348.7;1192.5
abr-22;18;18/4/2022;Hábil;Lunes;2367.0;12618.9;19.3;406.7;1361.9
abr-22;19;19/4/2022;Hábil;Martes;2468.1;13058.9;19.5;430.7;1345.5
abr-22;20;20/4/2022;Hábil;Miércoles;2487.7;13165.6;19.9;432.6;1372.0
abr-22;21;21/4/2022;Hábil;Jueves;2531.8;13081.1;16.9;426.0;1424.6
abr-22;22;22/4/2022;Hábil;Viernes;2503.5;13274.0;14.7;433.7;1393.4
abr-22;23;23/4/2022;No Hábil;Sábado;2434.8;12398.9;14.7;391.6;1390.2
abr-22;24;24/4/2022;No Hábil;Domingo;2170.9;11438.3;18.6;348.2;1285.2
abr-22;25;25/4/2022;Hábil;Lunes;2458.8;13345.9;20.9;416.1;1428.5
abr-22;26;26/4/2022;Hábil;Martes;2616.6;13860.7;21.1;433.9;1494.0
abr-22;27;27/4/2022;Hábil;Miércoles;2561.8;13300.2;17.2;421.0;1459.7
abr-22;28;28/4/2022;Hábil;Jueves;2631.2;13690.0;12.8;430.4;1515.2
abr-22;29;29/4/2022;Hábil;Viernes;2578.0;14193.0;9.2;422.5;1466.0
abr-22;30;30/4/2022;No Hábil;Sábado;2383.8;13512.4;11.3;374.7;1409.5
may-22;1;1/5/2022;No Hábil;Domingo;1829.8;11956.7;12.8;297.6;988.0
may-22;2;2/5/2022;Hábil;Lunes;2196.6;14453.2;11.7;368.5;1268.0
may-22;3;3/5/2022;Hábil;Martes;2397.5;15027.9;10.8;413.6;1398.1
may-22;4;4/5/2022;Hábil;Miércoles;2405.9;14856.9;12.9;424.0;1429.3
may-22;5;5/5/2022;Hábil;Jueves;2323.2;14347.3;15.4;431.9;1351.0
may-22;6;6/5/2022;Hábil;Viernes;2285.1;13814.6;17.4;431.0;1324.5
may-22;7;7/5/2022;No Hábil;Sábado;2303.9;12335.1;18.4;399.7;1395.0
may-22;8;8/5/2022;No Hábil;Domingo;2169.3;11488.3;17.8;346.3;1307.5
may-22;9;9/5/2022;Hábil;Lunes;2292.4;13179.6;15.6;406.9;1377.2
may-22;10;10/5/2022;Hábil;Martes;2340.2;13632.0;15.6;428.3;1404.3
may-22;11;11/5/2022;Hábil;Miércoles;2301.3;14153.9;13.2;424.5;1364.3
may-22;12;12/5/2022;Hábil;Jueves;2321.2;14591.1;12.3;425.5;1387.5
may-22;13;13/5/2022;Hábil;Viernes;2361.9;14501.9;14.7;434.3;1414.3
may-22;14;14/5/2022;No Hábil;Sábado;2266.8;13216.5;15.0;392.4;1362.8
may-22;15;15/5/2022;No Hábil;Domingo;2123.0;12994.9;11.1;344.0;1270.7
may-22;16;16/5/2022;Hábil;Lunes;2285.6;15693.3;11.8;404.1;1372.1
may-22;17;17/5/2022;Hábil;Martes;2362.0;16437.3;11.8;422.0;1416.2
may-22;18;18/5/2022;Hábil;Miércoles;1920.2;14890.8;10.8;365.1;1034.1
may-22;19;19/5/2022;Hábil;Jueves;2194.6;16229.7;9.2;417.3;1259.9
may-22;20;20/5/2022;Hábil;Viernes;2345.1;15852.2;12.6;421.2;1393.9
may-22;21;21/5/2022;No Hábil;Sábado;2298.6;14166.7;14.9;385.3;1384.3
may-22;22;22/5/2022;No Hábil;Domingo;2163.6;13175.0;13.2;341.5;1294.6
may-22;23;23/5/2022;Hábil;Lunes;2303.4;14592.9;15.0;406.1;1377.2
may-22;24;24/5/2022;Hábil;Martes;2389.8;14609.0;15.6;421.0;1440.0
may-22;25;25/5/2022;No Hábil;Miércoles;2134.5;14673.4;10.9;384.1;1221.9
may-22;26;26/5/2022;Hábil;Jueves;2274.8;16689.7;9.4;419.3;1319.2
may-22;27;27/5/2022;Hábil;Viernes;2385.4;16293.8;11.3;416.9;1425.9
may-22;28;28/5/2022;No Hábil;Sábado;2282.1;15309.7;10.8;386.3;1367.2
may-22;29;29/5/2022;No Hábil;Domingo;2133.0;15016.2;8.5;343.4;1269.3
may-22;30;30/5/2022;Hábil;Lunes;2293.2;18043.7;6.1;401.4;1374.0
may-22;31;31/5/2022;Hábil;Martes;2359.8;18673.3;5.8;421.2;1418.5
jun-22;1;1/6/2022;Hábil;Miércoles;2377.9;18667.3;7.4;423.4;1400.7
jun-22;2;2/6/2022;Hábil;Jueves;2348.1;18450.2;6.8;429.5;1376.5
jun-22;3;3/6/2022;Hábil;Viernes;2260.0;18249.0;7.6;423.1;1339.7
jun-22;4;4/6/2022;No Hábil;Sábado;2233.7;16477.8;11.2;393.7;1335.9
jun-22;5;5/6/2022;No Hábil;Domingo;2088.3;15046.5;10.6;339.8;1206.9
jun-22;6;6/6/2022;Hábil;Lunes;2209.3;16656.3;9.3;388.1;1286.9
jun-22;7;7/6/2022;Hábil;Martes;2251.1;17203.6;10.0;412.1;1344.7
jun-22;8;8/6/2022;Hábil;Miércoles;2263.2;17342.8;9.6;415.6;1397.8
jun-22;9;9/6/2022;Hábil;Jueves;2258.6;17278.1;10.5;414.4;1354.5
jun-22;10;10/6/2022;Hábil;Viernes;2211.5;18136.4;6.3;405.2;1349.3
jun-22;11;11/6/2022;No Hábil;Sábado;2158.0;16896.1;7.7;375.6;1303.3
jun-22;12;12/6/2022;No Hábil;Domingo;2053.4;15681.7;10.0;333.9;1241.4
jun-22;13;13/6/2022;Hábil;Lunes;2226.1;16982.2;11.8;400.2;1348.9
jun-22;14;14/6/2022;Hábil;Martes;2206.8;17011.9;12.2;420.4;1308.5
jun-22;15;15/6/2022;Hábil;Miércoles;2219.3;16537.5;12.4;421.0;1315.6
jun-22;16;16/6/2022;Hábil;Jueves;2228.4;16571.8;10.9;410.8;1345.9
jun-22;17;17/6/2022;No Hábil;Viernes;2049.7;16303.3;8.0;365.1;1214.4
jun-22;18;18/6/2022;No Hábil;Sábado;2054.0;16269.6;8.6;349.8;1233.7
jun-22;19;19/6/2022;No Hábil;Domingo;1967.5;14905.6;11.5;331.4;1171.2
jun-22;20;20/6/2022;No Hábil;Lunes;1923.0;15537.2;10.0;347.1;1118.5
jun-22;21;21/6/2022;Hábil;Martes;2174.7;17267.7;10.4;396.4;1298.9
jun-22;22;22/6/2022;Hábil;Miércoles;2209.7;19184.9;6.6;409.1;1303.6
jun-22;23;23/6/2022;Hábil;Jueves;2244.6;19300.9;7.9;406.6;1317.2
jun-22;24;24/6/2022;Hábil;Viernes;2346.0;18837.1;9.3;410.7;1377.3
jun-22;25;25/6/2022;No Hábil;Sábado;2199.3;17650.4;6.3;376.7;1310.9
jun-22;26;26/6/2022;No Hábil;Domingo;2020.1;17001.2;7.9;335.9;1194.7
jun-22;27;27/6/2022;Hábil;Lunes;2248.5;18742.9;10.0;385.4;1324.8
jun-22;28;28/6/2022;Hábil;Martes;2242.6;18182.1;11.4;400.4;1311.3
jun-22;29;29/6/2022;Hábil;Miércoles;2261.1;17362.3;13.1;406.4;1372.8
jun-22;30;30/6/2022;Hábil;Jueves;2252.8;16894.0;11.7;408.6;1390.6
jul-22;1;1/7/2022;Hábil;Viernes;2208.6;17519.9;10.3;418.1;1335.3
jul-22;2;2/7/2022;No Hábil;Sábado;2152.4;15935.8;9.2;379.3;1328.5
jul-22;3;3/7/2022;No Hábil;Domingo;1989.6;15722.6;7.6;337.3;1208.9
jul-22;4;4/7/2022;Hábil;Lunes;2139.8;17613.8;10.6;379.7;1308.4
jul-22;5;5/7/2022;Hábil;Martes;2163.9;17308.1;11.5;411.0;1274.2
jul-22;6;6/7/2022;Hábil;Miércoles;2221.9;17404.3;12.0;414.0;1323.2
jul-22;7;7/7/2022;Hábil;Jueves;2194.6;17356.2;10.0;413.3;1294.4
jul-22;8;8/7/2022;Hábil;Viernes;2236.3;17830.3;9.3;411.3;1339.7
jul-22;9;9/7/2022;No Hábil;Sábado;1876.7;15001.7;14.4;351.0;1057.5
jul-22;10;10/7/2022;No Hábil;Domingo;1898.4;13363.0;17.3;328.1;1111.3
jul-22;11;11/7/2022;Hábil;Lunes;2140.2;16720.7;10.5;386.4;1302.9
jul-22;12;12/7/2022;Hábil;Martes;2177.3;17918.4;6.9;402.1;1323.1
jul-22;13;13/7/2022;Hábil;Miércoles;2155.6;17698.8;10.8;405.5;1287.0
jul-22;14;14/7/2022;Hábil;Jueves;2193.9;17250.2;12.0;402.3;1333.6
jul-22;15;15/7/2022;Hábil;Viernes;2171.2;17740.6;10.6;413.4;1311.2
jul-22;16;16/7/2022;No Hábil;Sábado;2111.3;17109.5;9.4;377.9;1280.3
jul-22;17;17/7/2022;No Hábil;Domingo;1981.7;16207.5;8.0;324.5;1193.5
jul-22;18;18/7/2022;Hábil;Lunes;2129.4;17673.6;10.6;380.0;1282.4
jul-22;19;19/7/2022;Hábil;Martes;2155.0;17558.0;9.4;402.2;1313.9
jul-22;20;20/7/2022;Hábil;Miércoles;2136.6;16620.8;13.0;394.7;1307.0
jul-22;21;21/7/2022;Hábil;Jueves;2136.6;16032.7;12.8;391.9;1313.9
jul-22;22;22/7/2022;Hábil;Viernes;2128.0;15829.5;11.4;395.3;1311.7
jul-22;23;23/7/2022;No Hábil;Sábado;1993.0;14406.6;14.3;356.3;1210.3
jul-22;24;24/7/2022;No Hábil;Domingo;1952.5;13199.4;14.9;312.4;1121.8
jul-22;25;25/7/2022;Hábil;Lunes;2009.0;15375.9;14.1;377.3;1176.1
jul-22;26;26/7/2022;Hábil;Martes;2112.6;14890.2;17.7;400.7;1279.5
jul-22;27;27/7/2022;Hábil;Miércoles;2126.8;14894.4;17.3;397.0;1298.1
jul-22;28;28/7/2022;Hábil;Jueves;2114.2;15474.9;12.1;393.8;1288.4
jul-22;29;29/7/2022;Hábil;Viernes;2076.3;15815.0;10.7;394.3;1256.2
jul-22;30;30/7/2022;No Hábil;Sábado;2017.0;14119.7;13.3;365.8;1228.1
jul-22;31;31/7/2022;No Hábil;Domingo;1906.4;13212.9;13.4;315.5;1170.4
ago-22;1;1/8/2022;Hábil;Lunes;2079.6;14805.5;12.5;379.0;1280.7
ago-22;2;2/8/2022;Hábil;Martes;2142.8;15291.8;13.4;393.1;1338.0
ago-22;3;3/8/2022;Hábil;Miércoles;2344.8;15774.5;12.2;387.0;1365.1
ago-22;4;4/8/2022;Hábil;Jueves;2366.1;16543.7;9.2;386.4;1320.0
ago-22;5;5/8/2022;Hábil;Viernes;2420.8;16317.1;9.5;388.2;1375.9
ago-22;6;6/8/2022;No Hábil;Sábado;2220.6;14984.1;10.9;348.8;1312.5
ago-22;7;7/8/2022;No Hábil;Domingo;2004.8;14409.3;10.7;306.7;1243.9
ago-22;8;8/8/2022;Hábil;Lunes;2163.2;16905.7;10.0;366.7;1354.2
ago-22;9;9/8/2022;Hábil;Martes;2234.4;17149.2;10.6;380.7;1387.5
ago-22;10;10/8/2022;Hábil;Miércoles;2148.8;16655.5;10.3;376.8;1333.7
ago-22;11;11/8/2022;Hábil;Jueves;2130.9;15979.1;12.4;379.2;1325.0
ago-22;12;12/8/2022;Hábil;Viernes;2156.5;15032.4;14.0;383.0;1347.5
ago-22;13;13/8/2022;No Hábil;Sábado;2042.3;13135.5;16.1;349.1;1292.1
ago-22;14;14/8/2022;No Hábil;Domingo;1880.1;11641.4;17.8;310.3;1173.8
ago-22;15;15/8/2022;No Hábil;Lunes;1786.1;12492.2;13.7;310.8;1075.5
ago-22;16;16/8/2022;Hábil;Martes;1994.5;15068.2;13.0;377.3;1211.7
ago-22;17;17/8/2022;Hábil;Miércoles;2086.3;16095.5;10.9;386.8;1294.2
ago-22;18;18/8/2022;Hábil;Jueves;2127.5;16826.2;7.3;402.3;1326.2
ago-22;19;19/8/2022;Hábil;Viernes;2164.2;16524.8;10.3;409.7;1346.5
ago-22;20;20/8/2022;No Hábil;Sábado;1980.9;14495.4;11.9;362.8;1231.1
ago-22;21;21/8/2022;No Hábil;Domingo;1830.5;13410.5;11.5;310.6;1137.9
ago-22;22;22/8/2022;Hábil;Lunes;2027.4;15347.2;11.8;385.2;1239.6
ago-22;23;23/8/2022;Hábil;Martes;2062.2;15000.8;12.9;398.4;1248.1
ago-22;24;24/8/2022;Hábil;Miércoles;2153.0;14253.6;15.6;407.4;1312.5
ago-22;25;25/8/2022;Hábil;Jueves;2160.0;13654.1;17.3;416.0;1304.5
ago-22;26;26/8/2022;Hábil;Viernes;2190.5;13521.0;17.7;415.6;1336.9
ago-22;27;27/8/2022;No Hábil;Sábado;2057.5;12632.3;15.4;374.0;1272.2
ago-22;28;28/8/2022;No Hábil;Domingo;1984.9;13006.8;7.6;328.8;1260.4
ago-22;29;29/8/2022;Hábil;Lunes;2132.8;15305.3;9.4;377.8;1344.2
ago-22;30;30/8/2022;Hábil;Martes;2198.3;15039.1;12.7;386.7;1395.9
ago-22;31;31/8/2022;Hábil;Miércoles;2189.0;14098.0;15.9;385.3;1375.7
sep-22;1;1/9/2022;Hábil;Jueves;2228.5;13999.4;15.5;382.6;1358.7
sep-22;2;2/9/2022;Hábil;Viernes;2032.1;13952.2;11.4;354.4;1167.9
sep-22;3;3/9/2022;No Hábil;Sábado;2154.0;13124.4;11.2;346.5;1290.2
sep-22;4;4/9/2022;No Hábil;Domingo;2082.4;11967.6;14.7;316.4;1253.3
sep-22;5;5/9/2022;Hábil;Lunes;2257.2;13393.3;15.6;385.2;1360.1
sep-22;6;6/9/2022;Hábil;Martes;2324.7;13409.0;15.7;405.3;1416.1
sep-22;7;7/9/2022;Hábil;Miércoles;2008.3;13039.1;17.9;404.6;1106.3
sep-22;8;8/9/2022;Hábil;Jueves;2199.2;13268.7;16.4;404.1;1293.6
sep-22;9;9/9/2022;Hábil;Viernes;2254.8;14485.8;9.6;399.9;1344.1
sep-22;10;10/9/2022;No Hábil;Sábado;2160.4;13349.2;10.6;369.4;1284.2
sep-22;11;11/9/2022;No Hábil;Domingo;2052.5;12175.5;12.6;315.4;1233.3
sep-22;12;12/9/2022;Hábil;Lunes;2151.8;13556.7;13.6;378.3;1273.1
sep-22;13;13/9/2022;Hábil;Martes;2243.5;13691.5;13.0;404.7;1336.1
sep-22;14;14/9/2022;Hábil;Miércoles;2225.8;13566.1;14.0;416.1;1308.4
sep-22;15;15/9/2022;Hábil;Jueves;2220.9;13305.1;15.7;427.1;1301.9
sep-22;16;16/9/2022;Hábil;Viernes;2303.3;13050.6;17.6;433.6;1383.4
sep-22;17;17/9/2022;No Hábil;Sábado;2202.0;11780.1;19.5;399.8;1318.3
sep-22;18;18/9/2022;No Hábil;Domingo;2049.3;11031.8;18.5;348.6;1215.7
sep-22;19;19/9/2022;Hábil;Lunes;2192.8;12970.2;17.2;397.0;1311.5
sep-22;20;20/9/2022;Hábil;Martes;2234.5;13751.6;12.2;425.2;1309.1
sep-22;21;21/9/2022;Hábil;Miércoles;2237.3;14018.8;14.2;421.6;1322.9
sep-22;22;22/9/2022;Hábil;Jueves;2287.9;13955.0;13.3;425.9;1375.2
sep-22;23;23/9/2022;Hábil;Viernes;2290.1;13634.9;13.2;421.9;1371.5
sep-22;24;24/9/2022;No Hábil;Sábado;2210.2;11941.1;16.8;393.1;1313.5
sep-22;25;25/9/2022;No Hábil;Domingo;2071.0;11188.6;16.4;345.9;1221.3
sep-22;26;26/9/2022;Hábil;Lunes;2258.0;12679.7;17.6;399.3;1343.8
sep-22;27;27/9/2022;Hábil;Martes;2294.0;13015.1;17.5;423.8;1356.8
sep-22;28;28/9/2022;Hábil;Miércoles;2278.3;13203.9;12.7;427.5;1350.4
sep-22;29;29/9/2022;Hábil;Jueves;2255.3;13272.6;13.8;419.2;1332.4
sep-22;30;30/9/2022;Hábil;Viernes;2318.0;13015.6;15.7;428.1;1394.4
oct-22;1;1/10/2022;No Hábil;Sábado;2207.6;11900.3;16.9;381.3;1317.0
oct-22;2;2/10/2022;No Hábil;Domingo;2078.5;11038.8;18.4;327.6;1222.0
oct-22;3;3/10/2022;Hábil;Lunes;2178.9;12926.5;14.6;392.5;1293.9
oct-22;4;4/10/2022;Hábil;Martes;2192.5;13339.9;15.4;409.6;1328.1
oct-22;5;5/10/2022;Hábil;Miércoles;2242.5;13228.3;17.6;415.5;1372.8
oct-22;6;6/10/2022;Hábil;Jueves;2149.0;12989.0;17.1;412.4;1288.9
oct-22;7;7/10/2022;No Hábil;Viernes;2035.6;12037.1;19.3;377.3;1214.6
oct-22;8;8/10/2022;No Hábil;Sábado;2047.1;11780.9;14.7;355.3;1245.9
oct-22;9;9/10/2022;No Hábil;Domingo;2022.4;11315.4;12.6;334.3;1236.4
oct-22;10;10/10/2022;No Hábil;Lunes;1943.5;11477.2;14.9;344.3;1149.6
oct-22;11;11/10/2022;Hábil;Martes;2174.5;13011.0;16.0;405.3;1314.3
oct-22;12;12/10/2022;Hábil;Miércoles;2202.6;13142.9;19.9;412.8;1339.6
oct-22;13;13/10/2022;Hábil;Jueves;2094.0;13077.2;16.0;405.5;1245.8
oct-22;14;14/10/2022;Hábil;Viernes;2260.3;13317.0;13.5;403.9;1412.5
oct-22;15;15/10/2022;No Hábil;Sábado;2159.6;12617.9;13.9;367.4;1350.9
oct-22;16;16/10/2022;No Hábil;Domingo;1947.4;11413.7;15.4;324.3;1189.0
oct-22;17;17/10/2022;Hábil;Lunes;2139.4;12935.1;16.2;383.6;1313.7
oct-22;18;18/10/2022;Hábil;Martes;2246.6;13227.6;18.6;403.8;1384.5
oct-22;19;19/10/2022;Hábil;Miércoles;2225.6;13126.3;19.7;407.1;1361.1
oct-22;20;20/10/2022;Hábil;Jueves;2194.2;12900.8;20.4;415.1;1315.8
